2015-12-13 18:27:35,364 [Launcher:] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,396 [Launcher:/live] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,399 [Launcher:/vod] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,398 [Launcher:/chat] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,417 [Launcher:] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,432 [Launcher:/vod] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,416 [Launcher:/oflaDemo] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,430 [Launcher:/live] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,438 [Launcher:/chat] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,444 [Launcher:/installer] INFO  o.s.b.f.c.PropertyPlaceholderConfigurer - Loading properties file from ServletContext resource [/WEB-INF/red5-web.properties]
2015-12-13 18:27:35,469 [Launcher:/oflaDemo] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,474 [Launcher:/installer] INFO  org.red5.server.Context - Setting parent bean factory as core
2015-12-13 18:27:35,484 [Launcher:/oflaDemo] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map[[empty]]]
2015-12-13 18:27:35,486 [Launcher:/chat] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map[[empty]]]
2015-12-13 18:27:35,467 [Launcher:/vod] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map[[empty]]]
2015-12-13 18:27:35,484 [Launcher:/installer] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map[[empty]]]
2015-12-13 18:27:35,533 [Launcher:] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map[[empty]]]
2015-12-13 18:27:35,534 [Launcher:] INFO  org.red5.server.scope.Scope - Scope null name reset to:  disallowed
2015-12-13 18:27:35,536 [Launcher:/chat] INFO  org.red5.server.Server - Add mapping global: default host:  context: chat
2015-12-13 18:27:35,535 [Launcher:/oflaDemo] INFO  org.red5.server.Server - Add mapping global: default host:  context: oflaDemo
2015-12-13 18:27:35,536 [Launcher:/installer] INFO  org.red5.server.Server - Add mapping global: default host: localhost context: installer
2015-12-13 18:27:35,536 [Launcher:/vod] INFO  org.red5.server.Server - Add mapping global: default host:  context: vod
2015-12-13 18:27:35,545 [Launcher:/oflaDemo] INFO  org.red5.server.Server - Add mapping global: default host: localhost context: oflaDemo
2015-12-13 18:27:35,537 [Launcher:] INFO  org.red5.server.Server - Add mapping global: default host:  context: null
2015-12-13 18:27:35,550 [Launcher:/installer] INFO  org.red5.server.Server - Add mapping global: default host: localhost:5080 context: installer
2015-12-13 18:27:35,551 [Launcher:/live] INFO  org.red5.server.scope.WebScope - Set server [Server@72dd5139map['/chat' -> 'default', '/oflaDemo' -> 'default', 'localhost/installer' -> 'default']]
2015-12-13 18:27:35,580 [Launcher:/oflaDemo] INFO  org.red5.server.Server - Add mapping global: default host: localhost:8088 context: oflaDemo
2015-12-13 18:27:35,580 [Launcher:] INFO  org.red5.server.scope.Scope - Invalid scope name, null is not allowed
2015-12-13 18:27:35,581 [Launcher:/oflaDemo] INFO  org.red5.server.Server - Add mapping global: default host: 127.0.0.1:8088 context: oflaDemo
2015-12-13 18:27:35,581 [Launcher:] WARN  org.red5.server.scope.Scope - Invalid scope rejected: Scope [name=null, path=/default, type=APPLICATION, autoStart=true, creationTime=1450002455439, depth=1, enabled=true, running=false]
2015-12-13 18:27:35,582 [Launcher:/live] INFO  org.red5.server.Server - Add mapping global: default host:  context: live
